City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ipora,-16.4419,-51.1178,74.95,64,100,3.91,BR,1619901945
warri,5.5167,5.75,78.42,88,100,0.56,NG,1619901946
cootamundra,-34.65,148.0333,55.99,78,100,1.99,AU,1619901947
cap malheureux,-19.9842,57.6142,75.0,88,8,4.0,MU,1619901948
truro,50.2653,-5.0544,46.4,76,10,3.44,GB,1619901949
oranjemund,-28.55,16.4333,71.35,32,0,11.36,NA,1619901949
matay,28.419,30.7792,84.76,14,10,9.28,EG,1619901951
speightstown,13.25,-59.65,84.2,54,40,17.27,BB,1619901952
tomatlan,19.9333,-105.25,92.37,25,0,12.93,MX,1619901952
dingle,10.9995,122.6711,76.89,88,30,7.07,PH,1619901953
trincomalee,8.5711,81.2335,82.35,76,99,6.76,LK,1619901953
staryy nadym,65.6118,72.6842,27.93,88,100,18.23,RU,1619901954
faya,18.3851,42.4509,69.8,21,0,4.61,SA,1619901880
vanimo,-2.6741,141.3028,77.02,87,72,4.63,PG,1619901954
takoradi,4.8845,-1.7554,82.6,80,100,10.16,GH,1619901955
saint-francois,46.4154,3.9054,48.2,81,90,5.75,FR,1619901822
borgosesia,45.7145,8.2799,51.01,98,100,1.99,IT,1619901956
bandrele,-12.9067,45.1914,82.4,83,90,6.91,YT,1619901957
dalipey,16.8,120.7167,63.54,87,23,3.18,PH,1619901958
naze,28.3667,129.4833,60.67,61,0,8.08,JP,1619901958
sadiqabad,28.3062,70.1307,86.02,29,97,8.32,PK,1619901959
la palma del condado,37.3861,-6.5523,61.0,63,0,11.5,ES,1619901960
codrington,-38.2667,141.9667,58.84,78,100,10.42,AU,1619901900
grand-lahou,5.1367,-5.0242,82.38,82,30,12.26,CI,1619901962
mecca,21.4267,39.8261,85.41,46,94,4.23,SA,1619901962
kutum,14.2,24.6667,80.11,15,75,9.46,SD,1619901872
nagorsk,59.3172,50.8078,35.13,90,10,6.06,RU,1619901964
kokomo,40.4864,-86.1336,72.0,37,1,23.02,US,1619901965
udachnyy,66.4167,112.4,31.06,98,100,6.91,RU,1619901966
kongoussi,13.3258,-1.5347,95.94,13,1,9.57,BF,1619901967
kununurra,-15.7667,128.7333,66.2,88,0,3.44,AU,1619901968
caravelas,-17.7125,-39.2481,73.49,73,76,9.06,BR,1619901968
muli,2.9167,73.5667,83.28,66,33,2.98,MV,1619901969
marang,5.2056,103.2059,78.8,94,20,3.44,MY,1619901971
hongjiang,27.11,109.9956,71.13,86,100,2.68,CN,1619901971
altay,47.8667,88.1167,39.67,75,54,11.7,CN,1619901971
amursk,50.2261,136.8994,37.0,76,100,16.15,RU,1619901972
altamont,42.2068,-121.7372,64.0,45,75,14.97,US,1619901972
las vegas,36.175,-115.1372,93.2,9,1,12.66,US,1619901388
maceio,-9.6658,-35.7353,80.6,78,40,10.36,BR,1619901845
charters towers,-20.1,146.2667,63.19,87,1,7.34,AU,1619901972
vuktyl,63.8567,57.3094,33.22,88,39,8.68,RU,1619901973
eirunepe,-6.6603,-69.8736,79.61,87,38,2.59,BR,1619901973
the valley,18.217,-63.0578,84.2,69,40,13.8,AI,1619901974
wajima,37.4,136.9,52.68,84,29,30.22,JP,1619901975
nouadhibou,20.931,-17.0347,68.0,73,65,20.71,MR,1619901976
indiana,40.0003,-86.2503,73.4,35,1,17.27,US,1619901965
hualmay,-11.0964,-77.6139,71.13,76,72,9.1,PE,1619901977
riohacha,11.5444,-72.9072,84.31,65,27,14.16,CO,1619901978
ornskoldsvik,63.2909,18.7153,28.4,80,20,4.61,SE,1619901979
neiafu,-18.65,-173.9833,78.8,89,40,5.75,TO,1619901980
birjand,32.8663,59.2211,62.6,59,90,4.61,IR,1619901981
hawalli,29.2833,47.9972,90.0,28,0,17.0,KW,1619901983
petropavlovsk-kamchatskiy,53.0452,158.6483,32.0,100,90,4.47,RU,1619901884
ljungby,56.8332,13.9408,42.01,87,75,4.61,SE,1619901984
agadir,30.4202,-9.5982,64.4,68,0,10.36,MA,1619901984
narovchat,53.8765,43.6946,45.88,90,57,6.06,RU,1619901985
conceicao do araguaia,-8.2578,-49.2647,82.4,78,20,4.61,BR,1619901985
tautira,-17.7333,-149.15,84.2,61,40,8.05,PF,1619901986
klaksvik,62.2266,-6.589,37.4,87,90,1.14,FO,1619901987
ulladulla,-35.35,150.4667,53.01,100,40,4.88,AU,1619901957
rinconada,19.35,-96.5167,91.0,62,20,11.5,MX,1619901988
boyuibe,-20.4167,-63.2833,82.4,36,0,4.45,BO,1619901989
yola,9.2,12.4833,92.91,32,100,5.06,NG,1619901991
lima,-12.0432,-77.0282,73.0,68,20,6.91,PE,1619901993
huaicheng,23.9051,112.1931,73.04,89,93,0.81,CN,1619901993
nurota,40.5614,65.6886,59.0,63,6,4.61,UZ,1619901995
ancud,-41.8697,-73.8203,59.0,76,75,13.8,CL,1619901935
burgeo,47.6167,-57.6152,38.53,96,100,10.96,CA,1619901997
celestun,20.8667,-90.4,85.01,63,8,15.35,MX,1619901998
provo,40.2338,-111.6585,79.0,19,90,3.44,US,1619901999
berdigestyakh,62.0989,126.6992,34.7,95,98,6.53,RU,1619902000
goryachegorsk,55.4053,88.9154,35.94,97,100,7.2,RU,1619902001
kastamonu,41.5,33.6667,55.54,68,100,0.65,TR,1619902002
labuhan,-6.8844,112.2051,78.37,87,100,7.23,ID,1619901817
lakes entrance,-37.8811,147.981,56.52,60,100,4.83,AU,1619902003
trinidad,-14.8333,-64.9,86.0,48,20,4.61,BO,1619902004
hervey bay,-25.2986,152.8535,70.0,94,75,8.05,AU,1619901857
tucuman,-26.8241,-65.2226,80.6,54,0,6.91,AR,1619902004
calama,-22.4667,-68.9333,68.0,13,0,20.71,CL,1619902005
lincoln,40.8,-96.667,87.8,18,1,26.46,US,1619901820
tezu,27.9167,96.1667,68.36,90,95,4.12,IN,1619902005
brae,60.3964,-1.353,41.0,75,40,1.14,GB,1619902006
drayton valley,53.2168,-114.9854,53.71,30,100,10.11,CA,1619902006
tashtyp,52.7939,89.8983,36.32,81,100,16.42,RU,1619902006
porto novo,6.4965,2.6036,86.0,74,20,13.8,BJ,1619901819
shizilu,35.1711,118.8289,46.33,45,3,6.98,CN,1619902006
nuevo progreso,23.1667,-97.95,75.99,87,100,3.0,MX,1619902007
rangkasbitung,-6.3591,106.2494,80.6,83,20,5.75,ID,1619901842
ayagoz,47.9714,80.4392,37.74,50,0,10.87,KZ,1619902008
husavik,66.0449,-17.3389,33.8,80,90,12.66,IS,1619902010
prieska,-29.6641,22.7474,57.69,44,0,4.41,ZA,1619902011
muzhi,65.3667,64.6667,34.83,99,100,12.88,RU,1619902012
north platte,41.1239,-100.7654,90.0,22,1,12.66,US,1619902013
carutapera,-1.195,-46.02,75.97,91,24,4.25,BR,1619902014
kikwit,-5.041,18.8162,68.86,97,91,3.36,CD,1619902014
mayo,38.8876,-76.5119,68.0,20,1,5.75,US,1619902016
boa vista,2.8197,-60.6733,89.6,55,40,3.44,BR,1619902017
cancun,21.1743,-86.8466,86.0,66,40,17.27,MX,1619901928
walvis bay,-22.9575,14.5053,61.0,82,0,2.3,NA,1619902017
hamilton,39.1834,-84.5333,71.01,32,1,12.66,US,1619901964
rio bravo,25.9833,-98.1,75.2,73,90,4.61,MX,1619902018
asau,46.4333,26.4,60.01,53,100,3.29,RO,1619901863
atar,20.5169,-13.0499,87.26,16,2,8.34,MR,1619902018
buala,-8.145,159.5921,80.83,77,100,2.91,SB,1619902018
urumqi,43.801,87.6005,51.8,62,77,6.71,CN,1619902018
hasaki,35.7333,140.8333,61.0,82,20,5.75,JP,1619902019
talara,-4.5772,-81.2719,82.4,61,40,16.11,PE,1619902019
calmar,53.2668,-113.8187,55.4,33,100,11.5,CA,1619902019
erzin,36.9559,36.2,69.01,89,36,4.0,TR,1619902020
puerto ayacucho,5.6639,-67.6236,82.26,75,77,4.36,VE,1619902020
aljezur,37.3191,-8.8033,53.92,64,1,10.33,PT,1619902021
washougal,45.5826,-122.3534,57.99,58,90,5.75,US,1619902022
lorengau,-2.0226,147.2712,79.99,79,96,2.17,PG,1619902023
wattegama,6.7989,81.4808,78.8,100,75,3.44,LK,1619902025
plettenberg bay,-34.0527,23.3716,58.08,73,0,4.18,ZA,1619902026
pyaozerskiy,65.8333,31.1667,28.78,85,89,11.27,RU,1619902027
vung tau,10.346,107.0843,82.99,76,93,15.66,VN,1619902027
san rafael del sur,11.8485,-86.4384,93.2,40,40,9.22,NI,1619901759
waitati,-45.75,170.5667,49.62,47,2,4.16,NZ,1619902029
worthington,40.0931,-83.018,68.0,32,1,18.41,US,1619902029
buta,2.7858,24.73,69.26,94,98,1.59,CD,1619902030
talnakh,69.4865,88.3972,11.32,90,41,1.07,RU,1619901946
mogadishu,2.0371,45.3438,82.72,72,77,9.66,SO,1619902031
pangody,65.85,74.4859,24.06,91,100,10.0,RU,1619902032
bismarck,46.8083,-100.7837,84.2,12,1,17.27,US,1619901803
ulaanbaatar,47.9077,106.8832,48.2,18,40,22.37,MN,1619901963
dolores,-36.3132,-57.6792,64.92,67,0,5.39,AR,1619902033
kloulklubed,7.0419,134.2556,78.8,94,90,8.05,PW,1619902033
san blas,21.5167,-105.2667,84.2,42,20,11.5,MX,1619901925
quang ngai,15.1167,108.8,75.36,92,100,3.56,VN,1619902034
jiwani,25.05,61.7417,82.72,76,6,9.17,PK,1619902034
nishihara,26.1842,127.7558,68.0,77,40,5.75,JP,1619902034
thinadhoo,0.5333,72.9333,83.43,71,79,3.24,MV,1619902034
champerico,14.3,-91.9167,91.4,55,40,6.91,GT,1619902035
camacari,-12.6975,-38.3242,78.8,78,75,16.11,BR,1619902035
qarqin,37.4185,66.0436,76.24,38,100,8.79,AF,1619902035
nisia floresta,-6.0911,-35.2086,82.4,74,20,13.8,BR,1619902036
aitape,-3.1374,142.3475,77.99,84,95,4.63,PG,1619902037
andra,62.5147,65.8878,45.93,91,100,12.46,RU,1619902038
kismayo,-0.3582,42.5454,81.68,82,12,10.27,SO,1619902039
diamantino,-14.4086,-56.4461,81.05,66,89,2.48,BR,1619902039
menongue,-14.6585,17.691,62.53,93,97,3.02,AO,1619902040
valdivia,-39.8142,-73.2459,55.4,100,90,10.36,CL,1619901950
nelson bay,-32.7167,152.15,54.0,100,65,6.46,AU,1619902042
baruun-urt,46.6806,113.2792,42.91,29,89,15.41,MN,1619901968
tadine,-21.55,167.8833,75.61,75,99,21.39,NC,1619902044
la union,-5.4,-80.75,85.82,43,16,14.09,PE,1619902044
huanan,46.2167,130.5167,44.4,64,1,3.33,CN,1619902045
wilmington,34.2257,-77.9447,75.2,20,1,4.61,US,1619901900
strezhevoy,60.7333,77.5889,28.4,93,0,4.47,RU,1619902047
kieta,-6.2167,155.6333,80.29,80,91,2.55,PG,1619902049
talcahuano,-36.7167,-73.1167,57.2,88,90,8.05,CL,1619901915
scottsbluff,41.8666,-103.6672,84.99,16,1,6.91,US,1619902049
ust-maya,60.4167,134.5333,34.47,81,54,6.71,RU,1619901838
agadez,19.75,10.25,86.32,4,0,6.76,NE,1619902050
jega,12.2175,4.3792,92.89,6,5,8.28,NG,1619902051
grand baie,-20.0182,57.5802,75.0,88,8,4.0,MU,1619902052
olafsvik,64.8945,-23.7142,36.39,67,56,20.09,IS,1619902052
nemuro,43.3236,145.575,37.2,86,100,7.16,JP,1619902052
pochutla,15.7432,-96.4661,91.99,55,75,17.27,MX,1619901863
omsukchan,62.5333,155.8,27.0,89,100,2.3,RU,1619902053
oussouye,12.485,-16.5469,75.27,64,0,15.66,SN,1619902053
shenjiamen,29.9576,122.298,59.07,85,20,6.4,CN,1619902053
nemencine,54.85,25.4833,44.6,49,0,9.22,LT,1619902053
manaus,-3.1019,-60.025,86.0,74,40,3.44,BR,1619902054
sept-iles,50.2001,-66.3821,37.4,60,90,25.32,CA,1619902054
vao,-22.6667,167.4833,74.53,70,99,26.96,NC,1619902055
rosetta,31.4044,30.4164,71.6,24,0,4.61,EG,1619902055
russell,32.3502,-85.1999,82.4,26,1,3.44,US,1619902056
charlottesville,38.0293,-78.4767,73.99,18,1,5.75,US,1619901790
zonalnaya stantsiya,56.4269,85.0221,37.0,87,0,6.71,RU,1619902056
buturlinovka,50.8239,40.6092,51.21,78,74,4.7,RU,1619902056
miri,4.4148,114.0089,77.0,88,20,3.44,MY,1619901785
isangel,-19.55,169.2667,77.31,78,100,20.24,VU,1619902057
amazar,53.858,120.875,38.86,78,96,0.96,RU,1619902057
qiqihar,47.3408,123.9672,46.11,62,11,5.32,CN,1619902057
vila do maio,15.1333,-23.2167,71.6,73,20,23.02,CV,1619902058
ilulissat,69.2167,-51.1,46.4,42,20,12.66,GL,1619902059
wanganui,-39.9333,175.05,45.0,83,3,1.99,NZ,1619902060
